customerID,store_code,cluster
BBID_2049299,2655,4
BBID_2049326,2655,2
BBID_2049339,2906,3
BBID_2049346,2906,3
BBID_2049349,2655,5
BBID_2049371,2655,1
BBID_2049427,2655,0
BBID_2049453,2906,5
BBID_2049539,2906,1
BBID_2049540,2906,2
BBID_2049542,2655,1
BBID_2049552,2906,5
BBID_2049581,2906,3
BBID_2049594,2655,3
BBID_2049615,2655,3
BBID_2049637,2655,1
BBID_2049637,2655,4
BBID_2049648,2906,3
BBID_2049650,2906,3
BBID_2049672,2655,0
BBID_2049742,2906,2
BBID_2049755,2655,0
BBID_2049808,2906,1
BBID_2049817,2906,1
BBID_2049897,2655,1
BBID_2049931,2906,5
BBID_2049935,2906,3
BBID_2049951,2655,1
BBID_20410014,2906,5
BBID_20410046,2906,4
BBID_20410049,2906,2
BBID_20410063,2655,5
BBID_20410082,2655,0
BBID_20410083,2655,1
BBID_20410117,2655,2
BBID_20410191,2655,3
BBID_20410199,2906,4
BBID_20410211,2655,1
BBID_20410240,2655,1
BBID_20410263,2906,4
BBID_20410277,2655,4
BBID_20410280,2906,2
BBID_20410326,2906,1
BBID_20410336,2906,0
BBID_20410353,2655,5
BBID_20410401,2655,0
BBID_20410456,2906,4
BBID_20410458,2655,3
BBID_20410464,2906,4
BBID_20410514,2655,5
BBID_20410581,2906,0
BBID_20410593,2655,5
BBID_20410604,2655,1
BBID_20410622,3692,3
BBID_20410654,2655,0
BBID_20410655,2906,0
BBID_20410666,2655,4
BBID_20410666,2655,5
BBID_20410677,2655,5
BBID_20410744,2655,3
BBID_20410744,2655,3
BBID_20410805,2655,3
BBID_20410816,2906,0
BBID_20410856,2655,3
BBID_20410862,2655,3
BBID_20410879,2655,3
BBID_20410897,2906,3
BBID_20410915,2655,3
BBID_20410916,4986,5
BBID_20410929,4986,2
BBID_20410931,2655,4
BBID_20410963,2906,3
BBID_20410966,2906,5
BBID_20410988,2655,4
BBID_20410988,2655,1
BBID_20411040,2655,5
BBID_20411097,4986,2
BBID_20411103,2655,2
BBID_20411119,2655,2
BBID_20411145,2906,2
BBID_20411149,2655,5
BBID_20411159,2655,2
BBID_20411161,2906,1
BBID_20411165,3692,4
BBID_20411165,3692,0
BBID_20411170,4986,5
BBID_20411186,2655,3
BBID_20411227,2655,2
BBID_20411235,2906,5
BBID_20411260,2655,0
BBID_20411271,2906,1
BBID_20411278,2655,5
BBID_20411296,2655,2
BBID_20411300,2906,5
BBID_20411355,4986,0
BBID_20411359,4986,1
BBID_20411359,4986,3
BBID_20411376,2655,5
BBID_20411376,2655,4
BBID_20411384,2655,5
BBID_20411390,2906,4
BBID_20411391,3692,3
BBID_20411426,2655,1
BBID_20411446,2906,1
BBID_20411446,2906,0
BBID_20411447,2906,0
BBID_20411452,2906,2
BBID_20411452,2906,5
BBID_20411538,4986,5
BBID_20411578,2655,0
BBID_20411645,2906,2
BBID_20411658,2655,2
BBID_20411665,2906,4
BBID_20411704,2906,1
BBID_20411704,2906,2
BBID_20411724,2906,4
BBID_20411729,2655,1
BBID_20411730,4986,1
BBID_20411735,2655,1
BBID_20411783,4986,4
BBID_20411783,4986,1
BBID_20411784,4986,5
BBID_20411805,2655,5
BBID_20411808,2906,5
BBID_20411853,4986,2
BBID_20411891,4986,1
BBID_20411898,2655,4
BBID_20411911,4986,0
BBID_20411913,2906,3
BBID_20411921,2906,5
BBID_20411923,2655,1
BBID_20411925,2906,4
BBID_20411936,4986,2
BBID_20411936,4986,0
BBID_20411966,2906,3
BBID_20411966,2655,4
BBID_20411966,2655,2
BBID_20411977,4986,0
BBID_20412000,2655,3
BBID_20412012,2655,1
BBID_20412018,2655,5
BBID_20412019,2906,5
BBID_20412024,2655,1
BBID_20412068,4986,4
BBID_20412114,2906,3
BBID_20412153,2655,0
BBID_20412155,4986,5
BBID_20412168,4986,4
BBID_20412168,4986,5
BBID_20412198,2615,4
BBID_20412199,2906,0
BBID_20412212,2906,5
BBID_20412214,2655,0
BBID_20412246,4986,5
BBID_20412255,2655,4
BBID_20412257,2906,2
BBID_20412303,2655,0
BBID_20412360,2906,5
BBID_20412423,2655,1
BBID_20412425,2655,4
BBID_20412430,2655,0
BBID_20412524,2615,1
BBID_20412527,2655,0
BBID_20412549,2655,0
BBID_20412600,2906,0
BBID_20412604,2655,4
BBID_20412612,2906,0
BBID_20412630,2906,5
BBID_20412661,2655,1
BBID_20412664,2655,1
BBID_20412672,2655,1
BBID_20412672,2906,0
BBID_20412683,2655,4
BBID_20412702,2655,5
BBID_20412708,2655,5
BBID_20412721,2906,5
BBID_20412723,2655,4
BBID_20412725,2906,5
BBID_20412734,2655,2
BBID_20412741,2906,1
BBID_20412748,2906,0
BBID_20412778,2906,3
BBID_20412803,2655,4
BBID_20412807,2655,1
BBID_20412807,2655,5
BBID_20412877,2655,2
BBID_20412887,2655,5
BBID_20412928,2906,5
BBID_20412936,2906,2
BBID_20412944,2655,0
BBID_20412993,2655,1
BBID_20413012,2655,5
BBID_20413070,2655,1
BBID_20413081,2655,3
BBID_20413107,2906,1
BBID_20413135,2655,4
BBID_20413135,2655,0
BBID_20413137,2655,5
BBID_20413139,2655,2
BBID_20413144,2655,1
BBID_20413151,2655,1
BBID_20413181,2655,1
BBID_20413186,2655,3
BBID_20413280,2655,4
BBID_20413280,2655,3
BBID_20413288,2655,4
BBID_20413288,2655,0
BBID_20413315,2655,4
BBID_20413315,2655,2
BBID_20413342,2655,2
BBID_20413342,2655,4
BBID_20413357,2655,0
BBID_20413366,2655,1
BBID_20413370,2906,4
BBID_20413385,2906,3
BBID_20413388,2906,2
BBID_20413398,2906,0
BBID_20413413,2655,4
BBID_20413415,2906,5
BBID_20413445,2655,1
BBID_20413483,2655,0
BBID_20413511,2655,4
BBID_20413522,3692,4
BBID_20413546,2906,1
BBID_20413561,2906,5
BBID_20413575,2906,2
BBID_20413588,4986,4
BBID_20413588,4986,0
BBID_20413589,4986,3
BBID_20413632,4986,2
BBID_20413632,4986,0
BBID_20413633,2906,3
BBID_20413664,2655,3
BBID_20413670,3692,4
BBID_20413703,2906,5
BBID_20413714,2615,2
BBID_20413747,4986,5
BBID_20413747,4986,5
BBID_20413747,4986,0
BBID_20413773,2655,3
BBID_20413795,2906,4
BBID_20413809,2906,0
BBID_20413811,2906,2
BBID_20413833,2655,3
BBID_20413843,2906,4
BBID_20413850,2906,1
BBID_20413857,2655,2
BBID_20413866,2655,4
BBID_20413869,2655,2
BBID_20413911,2615,4
BBID_20413979,2655,5
BBID_20413979,2655,2
BBID_20413995,2906,5
BBID_20414015,2906,0
BBID_20414048,2655,1
BBID_20414053,2906,0
BBID_20414056,2655,3
BBID_20414187,2615,2
BBID_20414190,2655,0
BBID_20414204,2615,5
BBID_20414204,2615,2
BBID_20414230,2655,2
BBID_20414231,2615,4
BBID_20414256,4986,2
BBID_20414317,2906,1
BBID_20414322,4986,3
BBID_20414423,2655,1
BBID_20414423,2655,1
BBID_20414445,2655,1
BBID_20414448,2906,5
BBID_20414458,2906,0
BBID_20414546,2906,3
BBID_20414559,2655,3
BBID_20414566,2906,2
BBID_20414574,2906,5
BBID_20414602,2906,3
BBID_20414622,2906,3
BBID_20414624,2906,1
BBID_20414650,2655,2
BBID_20414670,2906,1
BBID_20414673,2655,3
BBID_20414720,2906,5
BBID_20414744,2655,5
BBID_20414784,2615,1
BBID_20414794,2906,5
BBID_20414802,3692,3
BBID_20414823,4986,5
BBID_20414829,2906,2
BBID_20414862,2655,4
BBID_20414890,2655,4
BBID_20414890,2655,1
BBID_20414907,2655,3
BBID_20414911,2655,5
BBID_20414922,2655,4
BBID_20414964,2655,0
BBID_20414965,2655,2
BBID_20414979,2655,4
BBID_20415031,2906,5
BBID_20415032,2906,3
BBID_20415132,2655,0
BBID_20415152,2655,5
BBID_20415175,2655,5
BBID_20415178,2655,0
BBID_20415183,2655,4
BBID_20415196,2906,5
BBID_20415214,2655,1
BBID_20415220,2655,0
BBID_20415232,2906,4
BBID_20415251,2906,0
BBID_20415254,2655,0
BBID_20415259,2655,5
BBID_20415259,2655,0
BBID_20415271,2655,1
BBID_20415321,2906,1
BBID_20415362,2655,4
BBID_20415409,2655,3
BBID_20415411,2906,1
BBID_20415446,2655,2
BBID_20415461,4986,2
BBID_20415491,2906,3
BBID_20415509,2655,4
BBID_20415537,2906,4
BBID_20415659,2906,0
BBID_20415675,2906,2
BBID_20415691,2655,4
BBID_20415755,2655,1
BBID_20415772,2655,1
BBID_20415778,4986,4
BBID_20415813,4986,5
BBID_20415813,4986,5
BBID_20415822,4986,5
BBID_20415836,4986,3
BBID_20415840,2655,2
BBID_20415842,2906,0
BBID_20415850,2906,0
BBID_20415860,4986,0
BBID_20415860,4986,4
BBID_20415879,2655,2
BBID_20415890,2906,5
BBID_20415891,2906,0
BBID_20415952,2655,2
BBID_20415964,2655,2
BBID_20416003,4986,2
BBID_20416035,2655,1
BBID_20416073,3692,2
BBID_20416086,2655,4
BBID_20416126,2655,1
BBID_20416132,2906,5
BBID_20416169,2906,1
BBID_20416172,2906,1
BBID_20416179,2655,3
BBID_20416208,2655,1
BBID_20416214,2906,3
BBID_20416248,2655,5
BBID_20416249,2906,0
BBID_20416271,2906,1
BBID_20416272,2906,0
BBID_20416309,2655,5
BBID_20416338,2655,0
BBID_20416353,2655,5
BBID_20416354,2655,5
BBID_20416391,2655,2
BBID_20416396,2655,3
BBID_20416396,2655,0
BBID_20416401,2655,3
BBID_20416405,2906,5
BBID_20416441,2655,2
BBID_20416456,2655,4
BBID_20416464,2906,4
BBID_20416490,2655,4
BBID_20416556,2655,1
BBID_20416565,2906,1
BBID_20416571,2655,1
BBID_20416584,2655,4
BBID_20416621,2655,2
BBID_20416629,2655,3
BBID_20416651,2655,4
BBID_20416657,2906,3
BBID_20416662,2906,4
BBID_20416694,2906,3
BBID_20416704,2655,4
BBID_20416707,2655,1
BBID_20416728,2906,1
BBID_20416742,2655,1
BBID_20416754,2906,5
BBID_20416755,2906,1
BBID_20416763,2655,5
BBID_20416856,2906,3
BBID_20416856,2906,0
BBID_20416857,2655,0
BBID_20416928,2906,4
BBID_20416974,2655,5
BBID_20416983,2906,3
BBID_20416994,2655,3
BBID_20417031,2655,0
BBID_20417035,2655,4
BBID_20417035,2906,3
BBID_20417043,2655,5
BBID_20417057,2906,5
BBID_20417067,2655,2
BBID_20417076,2906,0
BBID_20417101,2906,1
BBID_20417180,2655,0
BBID_20417181,2655,2
BBID_20417182,2655,5
BBID_20417183,2906,3
BBID_20417210,2655,0
BBID_20417218,2655,0
BBID_20417227,2906,3
BBID_20417235,2906,5
BBID_20417237,2655,2
BBID_20417253,2906,5
BBID_20417284,2906,3
BBID_20417334,2655,3
BBID_20417375,2655,2
BBID_20417379,2655,4
BBID_20417389,2655,2
BBID_20417406,2655,0
BBID_20417407,2655,1
BBID_20417454,3692,2
BBID_20417465,2906,1
BBID_20417470,4986,3
BBID_20417509,2906,2
BBID_20417649,2655,4
BBID_20417655,2655,3
BBID_20417697,2906,0
BBID_20417698,2655,1
BBID_20417722,2655,0
BBID_20417731,2655,4
BBID_20417731,2655,3
BBID_20417794,2655,3
BBID_20417794,2906,0
BBID_20417817,2655,1
BBID_20417871,2906,5
BBID_20417871,2906,3
BBID_20417884,2655,1
BBID_20417899,2906,1
BBID_20417899,2655,1
BBID_20417913,2655,5
BBID_20417954,2655,2
BBID_20417963,2906,5
BBID_20418093,2655,5
BBID_20418166,2655,0
BBID_20418167,2655,2
BBID_20418204,3692,1
BBID_20418214,2655,4
BBID_20418275,2655,4
BBID_20418327,2655,3
BBID_20418357,2655,5
BBID_20418369,2906,1
BBID_20418391,2655,1
BBID_20418393,2906,4
BBID_20418393,2906,4
BBID_20418407,2906,4
BBID_20418424,2655,3
BBID_20418438,2655,5
BBID_20418442,2655,5
BBID_20418445,2655,3
BBID_20418480,2906,5
BBID_20418480,2906,2
BBID_20418507,2655,2
BBID_20418540,2906,5
BBID_20418553,2655,4
BBID_20418596,2906,1
BBID_20418620,2655,2
BBID_20418626,2655,4
BBID_20418661,2906,5
BBID_20418681,2655,1
BBID_20418681,2655,3
BBID_20418698,4986,0
BBID_20418701,3692,1
BBID_20418709,2655,2
BBID_20418710,2615,4
BBID_20418745,2655,4
BBID_20418766,2655,1
BBID_20418768,2655,0
BBID_20418783,2906,4
BBID_20418785,2655,4
BBID_20418838,2655,2
BBID_20418843,2655,4
BBID_20418858,2906,5
BBID_20418866,2655,1
BBID_20418867,2906,2
BBID_20418903,2906,4
BBID_20418903,2906,2
BBID_20418905,2906,4
BBID_20418905,2906,4
BBID_20418915,2906,3
BBID_20418954,2906,1
BBID_20418974,2906,4
BBID_20418976,2655,0
BBID_20418996,2906,5
BBID_20419014,2906,1
BBID_20419033,2655,5
BBID_20419034,2655,5
BBID_20419034,2655,5
BBID_20419034,2655,0
BBID_20419039,2655,1
BBID_20419039,2655,2
BBID_20419041,2906,0
BBID_20419056,2655,0
BBID_20419067,2655,3
BBID_20419079,2906,3
BBID_20419088,3692,4
BBID_20419112,2655,3
BBID_20419114,4986,2
BBID_20419133,4986,0
BBID_20419133,4986,2
BBID_20419164,2906,5
BBID_20419206,2655,4
BBID_20419206,2655,4
BBID_20419217,2655,4
BBID_20419217,2655,3
BBID_20419273,2906,3
BBID_20419276,2655,4
BBID_20419283,2906,5
BBID_20419312,2655,5
BBID_20419327,2655,5
BBID_20419374,2906,0
BBID_20419374,2906,0
BBID_20419408,2655,2
BBID_20419411,2906,1
BBID_20419420,2655,1
BBID_20419425,2655,1
BBID_20419481,2655,2
BBID_20419521,4986,3
BBID_20419521,4986,4
BBID_20419529,4986,0
BBID_20419535,4986,4
BBID_20419536,4986,3
BBID_20419558,4986,5
BBID_20419561,4986,1
BBID_20419565,4986,5
BBID_20419572,4986,3
BBID_20419575,4986,5
BBID_20419579,4986,2
BBID_20419601,4986,2
BBID_20419635,2655,3
